variant,seed,rate,pattern,total_count,excluded_label_zero,count,weighted_f1
Binary,70,0.1,V,6,0,6,0.8148148148148149
Binary,70,0.1,T,5,0,5,1.0
Binary,70,0.1,TV,63,0,63,0.8884100906724123
Binary,70,0.1,A,7,0,7,0.5714285714285715
Binary,70,0.1,AV,54,0,54,0.6643772893772892
Binary,70,0.1,AT,54,0,54,0.8529040404040406
Binary,70,0.1,ATV,467,0,467,0.8677809248913584
Binary,70,0.2,V,27,0,27,0.4843304843304843
Binary,70,0.2,T,24,0,24,0.9166666666666666
Binary,70,0.2,TV,71,0,71,0.8690706607509752
Binary,70,0.2,A,24,0,24,0.5434065934065935
Binary,70,0.2,AV,90,0,90,0.6845528455284553
Binary,70,0.2,AT,80,0,80,0.8619607843137256
Binary,70,0.2,ATV,340,0,340,0.8515164369943782
Binary,70,0.3,V,60,0,60,0.6451703745423826
Binary,70,0.3,T,40,0,40,0.9
Binary,70,0.3,TV,111,0,111,0.8194343125218702
Binary,70,0.3,A,42,0,42,0.662090007627765
Binary,70,0.3,AV,93,0,93,0.697280202403542
Binary,70,0.3,AT,82,0,82,0.8774454349367241
Binary,70,0.3,ATV,228,0,228,0.8350957464836467
Binary,70,0.4,V,68,0,68,0.6153297682709448
Binary,70,0.4,T,77,0,77,0.8082026054233981
Binary,70,0.4,TV,90,0,90,0.8444444444444444
Binary,70,0.4,A,77,0,77,0.6455454474987845
Binary,70,0.4,AV,104,0,104,0.6641154949427365
Binary,70,0.4,AT,104,0,104,0.836675504281466
Binary,70,0.4,ATV,136,0,136,0.919519256384826
Binary,70,0.5,V,105,0,105,0.6592181113090869
Binary,70,0.5,T,110,0,110,0.8123885918003565
Binary,70,0.5,TV,81,0,81,0.9004026488303218
Binary,70,0.5,A,123,0,123,0.5579580566695154
Binary,70,0.5,AV,81,0,81,0.7225056689342403
Binary,70,0.5,AT,85,0,85,0.8453031492407553
Binary,70,0.5,ATV,71,0,71,0.8987587338138573
Binary,70,0.6,V,110,0,110,0.6995681991363982
Binary,70,0.6,T,158,0,158,0.9047459866862708
Binary,70,0.6,TV,61,0,61,0.835440551448266
Binary,70,0.6,A,143,0,143,0.6117453731438601
Binary,70,0.6,AV,73,0,73,0.6207772887869585
Binary,70,0.6,AT,75,0,75,0.8123333333333332
Binary,70,0.6,ATV,36,0,36,0.861003861003861
Binary,70,0.7,V,183,0,183,0.6455555484431243
Binary,70,0.7,T,168,0,168,0.8335483870967744
Binary,70,0.7,TV,41,0,41,0.8359331608930922
Binary,70,0.7,A,169,0,169,0.6791362483670175
Binary,70,0.7,AV,32,0,32,0.5659313725490196
Binary,70,0.7,AT,52,0,52,0.8859035701140965
Binary,70,0.7,ATV,11,0,11,1.0
