seed,rate,group,mode,count,nonzero_count,weighted_f1
69,0.3,one_missing,gap_to_base,301,288,79.700836130321
69,0.3,AT,normal,105,101,89.20605982229316
69,0.3,AT,no_gap,105,101,89.20605982229316
69,0.3,AT,no_base,105,101,90.21190125769333
69,0.3,AT,base_to_gap,105,101,89.20605982229316
69,0.3,AT,gap_to_base,105,101,90.21190125769333
69,0.3,AV,normal,94,91,65.133316296107
69,0.3,AV,no_gap,94,91,64.55459434182839
69,0.3,AV,no_base,94,91,64.55459434182839
69,0.3,AV,base_to_gap,94,91,67.3948003216296
69,0.3,AV,gap_to_base,94,91,66.18136854071518
69,0.3,TV,normal,102,96,81.99501424501425
69,0.3,TV,no_gap,102,96,81.99501424501425
69,0.3,TV,no_base,102,96,81.09817813765183
69,0.3,TV,base_to_gap,102,96,78.58796296296296
69,0.3,TV,gap_to_base,102,96,81.09817813765183
69,0.4,one_missing,normal,288,273,80.62138202509863
69,0.4,one_missing,no_gap,288,273,79.98504001496994
69,0.4,one_missing,no_base,288,273,77.82246015177743
69,0.4,one_missing,base_to_gap,288,273,79.13414247912196
69,0.4,one_missing,gap_to_base,288,273,78.82632229765989
69,0.4,AT,normal,91,85,88.1344537815126
69,0.4,AT,no_gap,91,85,88.1344537815126
69,0.4,AT,no_base,91,85,89.3938210787775
69,0.4,AT,base_to_gap,91,85,86.91026647421776
69,0.4,AT,gap_to_base,91,85,88.1919434440443
69,0.4,AV,normal,101,96,63.79950495049505
69,0.4,AV,no_gap,101,96,60.722564634013295
69,0.4,AV,no_base,101,96,54.51388888888889
69,0.4,AV,base_to_gap,101,96,60.72712418300653
69,0.4,AV,gap_to_base,101,96,60.657608695652186
69,0.4,TV,normal,96,92,91.14560366875386
69,0.4,TV,no_gap,96,92,91.14560366875386
69,0.4,TV,no_base,96,92,88.93200458594231
69,0.4,TV,base_to_gap,96,92,91.14560366875386
69,0.4,TV,gap_to_base,96,92,88.93200458594231
69,0.5,one_missing,normal,235,220,79.93462408850893
69,0.5,one_missing,no_gap,235,220,77.76929586968774
69,0.5,one_missing,no_base,235,220,76.85412262156449
69,0.5,one_missing,base_to_gap,235,220,80.31404923835203
69,0.5,one_missing,gap_to_base,235,220,79.98163452708907
69,0.5,AT,normal,70,63,88.91760719106287
69,0.5,AT,no_gap,70,63,88.91760719106287
69,0.5,AT,no_base,70,63,87.36037624926513
69,0.5,AT,base_to_gap,70,63,88.85403050108933
69,0.5,AT,gap_to_base,70,63,90.47619047619048
69,0.5,AV,normal,77,74,68.93594964827841
69,0.5,AV,no_gap,77,74,60.799659374303026
69,0.5,AV,no_base,77,74,58.6838028277754
69,0.5,AV,base_to_gap,77,74,71.63719417240544
69,0.5,AV,gap_to_base,77,74,67.56756756756756
69,0.5,TV,normal,88,83,82.75286018021667
69,0.5,TV,no_gap,88,83,82.75286018021667
69,0.5,TV,no_base,88,83,82.96804238229515
69,0.5,TV,base_to_gap,88,83,81.44818078283284
69,0.5,TV,gap_to_base,88,83,82.96804238229515
69,0.6,one_missing,normal,172,163,75.03782457818369
69,0.6,one_missing,no_gap,172,163,78.74569344884974
69,0.6,one_missing,no_base,172,163,75.13989810504368
69,0.6,one_missing,base_to_gap,172,163,76.80000306652637
69,0.6,one_missing,gap_to_base,172,163,73.88756623715824
69,0.6,AT,normal,65,63,90.43209876543212
69,0.6,AT,no_gap,65,63,92.04723289230331
69,0.6,AT,no_base,65,63,88.86612604922465
69,0.6,AT,base_to_gap,65,63,90.43209876543212
69,0.6,AT,gap_to_base,65,63,88.86612604922465
69,0.6,AV,normal,51,46,41.4986123959297
69,0.6,AV,no_gap,51,46,51.72101449275361
69,0.6,AV,no_base,51,46,45.719063545150505
69,0.6,AV,base_to_gap,51,46,48.22360248447205
69,0.6,AV,gap_to_base,51,46,43.47826086956522
69,0.6,TV,normal,56,54,85.39094650205762
69,0.6,TV,no_gap,56,54,85.39094650205762
69,0.6,TV,no_base,56,54,81.92703982177666
69,0.6,TV,base_to_gap,56,54,85.39094650205762
69,0.6,TV,gap_to_base,56,54,81.92703982177666
69,0.7,one_missing,normal,148,140,80.1190476190476
69,0.7,one_missing,no_gap,148,140,80.26146503423946
69,0.7,one_missing,no_base,148,140,78.85501595179015
69,0.7,one_missing,base_to_gap,148,140,80.6799046127013
69,0.7,one_missing,gap_to_base,148,140,78.12411921290256
69,0.7,AT,normal,47,43,92.98336591008814
69,0.7,AT,no_gap,47,43,92.98336591008814
69,0.7,AT,no_base,47,43,90.69767441860465
69,0.7,AT,base_to_gap,47,43,95.2896210163652
69,0.7,AT,gap_to_base,47,43,90.69767441860465
69,0.7,AV,normal,48,45,55.643390425999115
69,0.7,AV,no_gap,48,45,52.67489711934156
69,0.7,AV,no_base,48,45,49.6969696969697
69,0.7,AV,base_to_gap,48,45,55.55555555555556
69,0.7,AV,gap_to_base,48,45,49.88888888888889
69,0.7,TV,normal,53,52,90.45230132186653
69,0.7,TV,no_gap,53,52,90.45230132186653
69,0.7,TV,no_base,53,52,90.45230132186653
69,0.7,TV,base_to_gap,53,52,90.45230132186653
69,0.7,TV,gap_to_base,53,52,90.45230132186653
70,0.0,one_missing,normal,0,0,
70,0.0,one_missing,no_gap,0,0,
70,0.0,one_missing,no_base,0,0,
70,0.0,one_missing,base_to_gap,0,0,
70,0.0,one_missing,gap_to_base,0,0,
70,0.0,AT,normal,0,0,
70,0.0,AT,no_gap,0,0,
70,0.0,AT,no_base,0,0,
70,0.0,AT,base_to_gap,0,0,
70,0.0,AT,gap_to_base,0,0,
70,0.0,AV,normal,0,0,
70,0.0,AV,no_gap,0,0,
70,0.0,AV,no_base,0,0,
70,0.0,AV,base_to_gap,0,0,
70,0.0,AV,gap_to_base,0,0,
70,0.0,TV,normal,0,0,
70,0.0,TV,no_gap,0,0,
70,0.0,TV,no_base,0,0,
70,0.0,TV,base_to_gap,0,0,
70,0.0,TV,gap_to_base,0,0,
70,0.1,one_missing,normal,175,171,80.62260915446512
70,0.1,one_missing,no_gap,175,171,78.53982350707273
70,0.1,one_missing,no_base,175,171,81.3686030257161
70,0.1,one_missing,base_to_gap,175,171,81.11951383053666
70,0.1,one_missing,gap_to_base,175,171,79.50579615974989
70,0.1,AT,normal,55,54,86.82026508113465
70,0.1,AT,no_gap,55,54,83.25445941026575
70,0.1,AT,no_base,55,54,85.0326797385621
70,0.1,AT,base_to_gap,55,54,86.82026508113465
70,0.1,AT,gap_to_base,55,54,83.0546265328874
70,0.1,AV,normal,56,54,64.89930754081698
70,0.1,AV,no_gap,56,54,59.01234567901235
70,0.1,AV,no_base,56,54,66.11494252873563
70,0.1,AV,base_to_gap,56,54,66.85057471264366
70,0.1,AV,gap_to_base,56,54,62.96296296296296
70,0.1,TV,normal,64,63,88.39789574366331
70,0.1,TV,no_gap,64,63,88.39789574366331
70,0.1,TV,no_base,64,63,90.1360544217687
70,0.1,TV,base_to_gap,64,63,88.39789574366331
70,0.1,TV,gap_to_base,64,63,90.1360544217687
70,0.2,one_missing,normal,252,241,77.43885977216571
70,0.2,one_missing,no_gap,252,241,75.53063577803853
70,0.2,one_missing,no_base,252,241,77.1664499009152
70,0.2,one_missing,base_to_gap,252,241,76.9101492911249
70,0.2,one_missing,gap_to_base,252,241,77.91070416658597
70,0.2,AT,normal,85,80,83.54169963601835
70,0.2,AT,no_gap,85,80,83.54169963601835
70,0.2,AT,no_base,85,80,83.54169963601835
70,0.2,AT,base_to_gap,85,80,82.32323232323232
70,0.2,AT,gap_to_base,85,80,82.22222222222221
70,0.2,AV,normal,93,90,66.66666666666666
70,0.2,AV,no_gap,93,90,60.19969085516147
70,0.2,AV,no_base,93,90,62.91889206309775
70,0.2,AV,base_to_gap,93,90,66.66666666666666
70,0.2,AV,gap_to_base,93,90,66.600790513834
70,0.2,TV,normal,74,71,83.72135736418026
70,0.2,TV,no_gap,74,71,83.72135736418026
70,0.2,TV,no_base,74,71,86.90706607509752
70,0.2,TV,base_to_gap,74,71,83.72135736418026
70,0.2,TV,gap_to_base,74,71,86.90706607509752
70,0.3,one_missing,normal,299,286,77.42701910470662
70,0.3,one_missing,no_gap,299,286,74.75271994391777
70,0.3,one_missing,no_base,299,286,76.47114932061169
70,0.3,one_missing,base_to_gap,299,286,77.01786550163833
70,0.3,one_missing,gap_to_base,299,286,77.46503912905236
70,0.3,AT,normal,86,82,90.05877724811403
70,0.3,AT,no_gap,86,82,90.05877724811403
70,0.3,AT,no_base,86,82,90.05877724811403
70,0.3,AT,base_to_gap,86,82,88.76759975621403
70,0.3,AT,gap_to_base,86,82,90.05877724811403
70,0.3,AV,normal,98,93,59.42538544689082
70,0.3,AV,no_gap,98,93,49.02977045591646
70,0.3,AV,no_base,98,93,55.01626331652293
70,0.3,AV,base_to_gap,98,93,61.5987961263355
70,0.3,AV,gap_to_base,98,93,59.11961974186033
70,0.3,TV,normal,115,111,83.6463125359402
70,0.3,TV,no_gap,115,111,83.6463125359402
70,0.3,TV,no_base,115,111,83.6463125359402
70,0.3,TV,base_to_gap,115,111,81.75299044864262
70,0.3,TV,gap_to_base,115,111,83.6463125359402
70,0.4,one_missing,normal,311,298,77.79139495171239
70,0.4,one_missing,no_gap,311,298,77.24941639918296
70,0.4,one_missing,no_base,311,298,76.5421338226204
70,0.4,one_missing,base_to_gap,311,298,76.96968792070732
70,0.4,one_missing,gap_to_base,311,298,76.49074002208197
70,0.4,AT,normal,109,104,86.27998345740282
70,0.4,AT,no_gap,109,104,85.41388079005633
70,0.4,AT,no_base,109,104,86.35370538725476
70,0.4,AT,base_to_gap,109,104,85.25579240037071
70,0.4,AT,gap_to_base,109,104,84.31998109417465
70,0.4,AV,normal,107,104,60.536825633913026
70,0.4,AV,no_gap,107,104,58.02447552447553
70,0.4,AV,no_base,107,104,58.19687649584557
70,0.4,AV,base_to_gap,107,104,59.675480769230774
70,0.4,AV,gap_to_base,107,104,60.434654177135904
70,0.4,TV,normal,95,90,87.54319536928233
70,0.4,TV,no_gap,95,90,87.54319536928233
70,0.4,TV,no_base,95,90,85.37824295415716
70,0.4,TV,base_to_gap,95,90,87.54319536928233
70,0.4,TV,gap_to_base,95,90,85.37824295415716
70,0.5,one_missing,normal,254,247,79.4733906148602
70,0.5,one_missing,no_gap,254,247,77.89791246294413
70,0.5,one_missing,no_base,254,247,78.30441322818747
70,0.5,one_missing,base_to_gap,254,247,79.39393307479482
70,0.5,one_missing,gap_to_base,254,247,79.07779039925954
70,0.5,AT,normal,86,85,85.76134453781512
70,0.5,AT,no_gap,86,85,85.76134453781512
70,0.5,AT,no_base,86,85,85.76134453781512
70,0.5,AT,base_to_gap,86,85,86.91026647421776
70,0.5,AT,gap_to_base,86,85,85.76134453781512
70,0.5,AV,normal,84,81,60.27676027676028
70,0.5,AV,no_gap,84,81,52.423469387755105
70,0.5,AV,no_base,84,81,56.14657210401891
70,0.5,AV,base_to_gap,84,81,59.38375350140056
70,0.5,AV,gap_to_base,84,81,60.27676027676028
70,0.5,TV,normal,84,81,91.44218611296468
70,0.5,TV,no_gap,84,81,91.44218611296468
70,0.5,TV,no_base,84,81,90.24452409398646
70,0.5,TV,base_to_gap,84,81,91.44218611296468
70,0.5,TV,gap_to_base,84,81,90.24452409398646
70,0.6,one_missing,normal,217,209,69.91199147184967
70,0.6,one_missing,no_gap,217,209,68.49927571221633
70,0.6,one_missing,no_base,217,209,70.40841051753655
70,0.6,one_missing,base_to_gap,217,209,70.36095022244608
70,0.6,one_missing,gap_to_base,217,209,69.45118148125667
70,0.6,AT,normal,80,75,81.14586322333811
70,0.6,AT,no_gap,80,75,81.14586322333811
70,0.6,AT,no_base,80,75,81.14586322333811
70,0.6,AT,base_to_gap,80,75,81.14586322333811
70,0.6,AT,gap_to_base,80,75,81.14586322333811
70,0.6,AV,normal,75,73,51.296767556445936
70,0.6,AV,no_gap,75,73,44.86669612608631
70,0.6,AV,no_base,75,73,50.2335141604548
70,0.6,AV,base_to_gap,75,73,53.2673084042947
70,0.6,AV,gap_to_base,75,73,48.51372570252857
70,0.6,TV,normal,62,61,76.37719686900014
70,0.6,TV,no_gap,62,61,76.37719686900014
70,0.6,TV,no_base,62,61,78.39424848674173
70,0.6,TV,base_to_gap,62,61,76.37719686900014
70,0.6,TV,gap_to_base,62,61,78.39424848674173
70,0.7,one_missing,normal,130,125,80.36672325976232
70,0.7,one_missing,no_gap,130,125,79.65241675617615
70,0.7,one_missing,no_base,130,125,79.68533333333332
70,0.7,one_missing,base_to_gap,130,125,81.882282035477
70,0.7,one_missing,gap_to_base,130,125,79.65241675617615
70,0.7,AT,normal,54,52,92.3076923076923
70,0.7,AT,no_gap,54,52,92.3076923076923
70,0.7,AT,no_base,54,52,92.3076923076923
70,0.7,AT,base_to_gap,54,52,92.3076923076923
70,0.7,AT,gap_to_base,54,52,92.3076923076923
70,0.7,AV,normal,35,32,52.80425219941349
70,0.7,AV,no_gap,35,32,48.01587301587301
70,0.7,AV,no_base,35,32,46.35627530364372
70,0.7,AV,base_to_gap,35,32,59.57355816226784
70,0.7,AV,gap_to_base,35,32,48.01587301587301
70,0.7,TV,normal,41,41,85.66738139908873
70,0.7,TV,no_gap,41,41,85.66738139908873
70,0.7,TV,no_base,41,41,85.66738139908873
70,0.7,TV,base_to_gap,41,41,85.66738139908873
70,0.7,TV,gap_to_base,41,41,85.66738139908873
